Substance_SID,Compound_CID,Data_Source,External_ID,Synonyms,Last_Modified_Date,Deposit_Date,Data_Source_Category,LTKBID,Compound Name,Severity Class,Label Section,vDILIConcern,Version,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,SMILES,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND
440791221,5556,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01834,triazolam,20231222,20210312,Curation Efforts|Governmental Organizations,LT01834,triazolam,4.0,Adverse reactions,Ambiguous DILI-concern,2.0,5556,1.0,472.0,3.0,0.0,1.0,AAADccB7gAAGAAAAAAAAAAAAAAAAAWAAAAAwYAAABAAAAACB0AAAHAIIAAAADArBGyQz0IcMEACiAyZiZACSgCshB6AdiAAwZpiIaKLBm5GUIAhgiALIyCcQgMAOAABAIAADAAAAAIBAAAYAAAAAAAAAAA==,"8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","8-chloro-6-(2-chlorophenyl)-1-methyl-4<I>H</I>-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","8-chloranyl-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine","InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",JOFWLTCLBGQGBO-UHFFFAOYSA-N,2.4,342.0439018,C17H12Cl2N4,343.2,43.1,342.0439018,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,"13  16  8
14  19  8
14  20  8
15  17  8
16  17  8
19  21  8
20  22  8
21  23  8
22  23  8
3  12  8
3  9  8
5  6  8
5  9  8
6  12  8
7  13  8
7  8  8
8  15  8",
440791220,33741,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01827,Tramadol,20210312,20210312,Curation Efforts|Governmental Organizations,LT01827,tramadol,7.0,Adverse reactions,Ambiguous DILI-concern,2.0,33741,1.0,282.0,3.0,1.0,4.0,AAADceB6MAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABAAAAHgAACAAADUTBmAYyBoMABgCAAiBCAAACCAAgIAAIiAAOCIgMJiKEsRqEcCAmwBEIuAfQwPAOgAABAAAAAAAAAAIAADAAAAAAAAAAAA==,"(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol","(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)-1-cyclohexanol","(1<I>R</I>,2<I>R</I>)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol","(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol","(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol","(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexanol","InChI=1S/C16H25NO2/c1-17(2)12-14-7-4-5-10-16(14,18)13-8-6-9-15(11-13)19-3/h6,8-9,11,14,18H,4-5,7,10,12H2,1-3H3/t14-,16+/m1/s1",TVYLLZQTGLZFBW-ZBFHGGJFSA-N,2.6,263.18852904,C16H25NO2,263.37,32.7,263.18852904,0.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,,"5  1  6
11  12  8
11  13  8
12  16  8
13  17  8
16  18  8
17  18  8
4  10  6",
440791219,5505,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00453,tolbutamide,20250421,20210312,Curation Efforts|Governmental Organizations,LT00453,tolbutamide,2.0,Adverse reactions,Ambiguous DILI-concern,1.0,5505,1.0,354.0,3.0,2.0,5.0,AAADceBzMABAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgQQQAAADADBWAQzAYLAAAKIAiBCEHBCABAgAAAIiJgIAIiIICKAkRCEIAAglgIIiAcAgAAOEAAAAAAAAAAgAAAAAAAAAAAAAAAAAA==,1-butyl-3-(p-tolylsulfonyl)urea,1-butyl-3-(4-methylphenyl)sulfonylurea,1-butyl-3-(4-methylphenyl)sulfonylurea,1-butyl-3-(4-methylphenyl)sulfonylurea,1-butyl-3-(4-methylphenyl)sulfonyl-urea,1-butyl-3-tosyl-urea,"InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)",JLRGJRBPOGGCBT-UHFFFAOYSA-N,2.3,270.10381361,C12H18N2O3S,270.35,83.7,270.10381361,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,,"10  13  8
10  14  8
13  16  8
14  17  8
15  16  8
15  17  8",
440791218,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00973,Tinzaparin,20210312,20210312,Curation Efforts|Governmental Organizations,LT00973,tinzaparin,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440791217,33624,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01815,timolol,20231222,20210312,Curation Efforts|Governmental Organizations,LT01815,timolol,5.0,Adverse reactions,Ambiguous DILI-concern,2.0,33624,1.0,310.0,8.0,2.0,7.0,AAADceBzsABAAAAAAAAAAAAAAAAAAWAAAAAsAAAAAAAAAAABgAAAHgAQSAAADJzhggYDtBPABgCgAAIgYAQACAQBUAABAIAJEACHUAAACAAfCACCEAKTAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(2S)-1-(tert-butylamino)-3-[(4-morpholino-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","(2S)-1-(tert-butylamino)-3-[[4-(4-morpholinyl)-1,2,5-thiadiazol-3-yl]oxy]-2-propanol","(2<I>S</I>)-1-(<I>tert</I>-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","(2S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","(2S)-1-(tert-butylamino)-3-[(4-morpholino-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol","InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3/t10-/m0/s1",BLJRIMJGRPQVNF-JTQLQIEISA-N,1.8,316.15691181,C13H24N4O3S,316.42,108.0,316.15691181,0.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,,"1  7  8
1  8  8
20  21  8
11  4  5
7  20  8
8  21  8",
440791216,60648,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00989,tiagabine,20210312,20210312,Curation Efforts|Governmental Organizations,LT00989,tiagabine,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,60648,1.0,474.0,5.0,1.0,6.0,AAADceB6MABgAAAAAAAAAAAAAAAAASJAAAAsAAAAAAAAAAAB4AAAHgQACAAADQDF2ASyCYMAAgiMAiDSCAADAIAgCBBIiBkIAIgIIDqgkRCEYAAmgACoiAeYkcIOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(3R)-1-[4,4-bis(3-methyl-2-thienyl)but-3-enyl]piperidine-3-carboxylic acid","(3R)-1-[4,4-bis(3-methyl-2-thiophenyl)but-3-enyl]-3-piperidinecarboxylic acid","(3<I>R</I>)-1-[4,4-bis(3-methylthiophen-2-yl)but-3-enyl]piperidine-3-carboxylic acid","(3R)-1-[4,4-bis(3-methylthiophen-2-yl)but-3-enyl]piperidine-3-carboxylic acid","(3R)-1-[4,4-bis(3-methylthiophen-2-yl)but-3-enyl]piperidine-3-carboxylic acid","(3R)-1-[4,4-bis(3-methyl-2-thienyl)but-3-enyl]nipecotic acid","InChI=1S/C20H25NO2S2/c1-14-7-11-24-18(14)17(19-15(2)8-12-25-19)6-4-10-21-9-3-5-16(13-21)20(22)23/h6-8,11-12,16H,3-5,9-10,13H2,1-2H3,(H,22,23)/t16-/m1/s1",PBJUNZJWGZTSKL-MRXNPFEDSA-N,,375.13267139,C20H25NO2S2,375.6,97.0,375.13267139,0.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,2.7,"1  16  8
1  24  8
16  18  8
17  19  8
18  20  8
19  21  8
2  17  8
2  25  8
20  24  8
21  25  8
6  13  6",
440791215,6018,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01239,TETRABENAZINE,20231222,20210312,Curation Efforts|Governmental Organizations,LT01239,tetrabenazine,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,6018,1.0,425.0,4.0,0.0,4.0,AAADceB6MAAAAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACxAAAAHgAAAAAADSzBmAYyBoMABACIAqBSAACCCAAgIAAAiAEOjIgNJjqEsRuEMCpkwBGKqAe42POOoAABAAAQQABAAAIAACCAAAAAAAAAAA==,"3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11<I>b</I>-hexahydrobenzo[a]quinolizin-2-one","9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","3-isobutyl-9,10-dimethoxy-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one","InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3",MKJIEFSOBYUXJB-UHFFFAOYSA-N,,317.19909372,C19H27NO3,317.4,38.8,317.19909372,0.0,23.0,0.0,2.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,2.9,"10  14  8
10  16  8
14  17  8
16  20  8
17  21  8
20  21  8
5  8  3
6  12  3",
440791214,135409453,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00485,Tegaserod,20210312,20210312,Curation Efforts|Governmental Organizations,LT00485,tegaserod,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,135409453,1.0,385.0,3.0,3.0,8.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHgAYAAAADAzBngY/xvLrlACgAzRnZACSiCExIiAM2aA+bJgMJuLEsZuEMCh02BHI6Aew0PIOgEABAAACAAAAgAIAAAQAAAAAAAAAAA==,1-[(E)-(5-methoxy-1H-indol-3-yl)methyleneamino]-2-pentyl-guanidine,1-[(E)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine,1-[(<I>E</I>)-(5-methoxy-1<I>H</I>-indol-3-yl)methylideneamino]-2-pentylguanidine,1-[(E)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentylguanidine,1-[(E)-(5-methoxy-1H-indol-3-yl)methylideneamino]-2-pentyl-guanidine,2-amyl-1-[(E)-(5-methoxy-1H-indol-3-yl)methyleneamino]guanidine,"InChI=1S/C16H23N5O/c1-3-4-5-8-18-16(17)21-20-11-12-10-19-15-7-6-13(22-2)9-14(12)15/h6-7,9-11,19H,3-5,8H2,1-2H3,(H3,17,18,21)/b20-11+",IKBKZGMPCYNSLU-RGVLZGJSSA-N,,301.19026037,C16H23N5O,301.39,87.8,301.19026037,0.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,"1
5
255",CCCCC/N=C(\N)N/N=C/c1c[nH]c2ccc(OC)cc12,2.6,"10  11  8
10  13  8
10  14  8
11  17  8
13  15  8
14  18  8
17  19  8
18  19  8
2  11  8
2  15  8",
440791213,110635,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01129,Tadalafil,20210312,20210312,Curation Efforts|Governmental Organizations,LT01129,tadalafil,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,110635,1.0,702.0,4.0,1.0,1.0,AAADceB7OAAAAAAAAAAAAAAAAAAAAWJAAAA8eIEAAAAAAFix9AAAHgAQAAAADCzBngcyzvPJlACoAyVyVACCiCAhIiAImSG+7JgdZvLEsbu0MCpk1hHO6Ae42fOeoAABAAACQABAAAIAAASAAAAAAAAAAA==,"(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione","(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione","(2<I>R</I>,8<I>R</I>)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.0<SUP>3,8</SUP>.0<SUP>11,16</SUP>]heptadeca-1(10),11,13,15-tetraene-4,7-dione","(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione","(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione","(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-quinone","InChI=1S/C22H19N3O4/c1-24-10-19(26)25-16(22(24)27)9-14-13-4-2-3-5-15(13)23-20(14)21(25)12-6-7-17-18(8-12)29-11-28-17/h2-8,16,21,23H,9-11H2,1H3/t16-,21-/m1/s1",WOXKDUGGOYFFRN-IIBYNOLFSA-N,,389.1375561,C22H19N3O4,389.4,74.9,389.1375561,0.0,29.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,2.3,"11  12  8
12  14  8
14  18  8
14  19  8
16  20  8
16  21  8
18  22  8
19  25  8
20  24  8
21  26  8
22  27  8
24  28  8
25  27  8
26  28  8
6  11  8
6  18  8
8  30  6
9  16  5",
440791212,5358,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01779,sumatriptan,20210312,20210312,Curation Efforts|Governmental Organizations,LT01779,sumatriptan,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,5358,1.0,405.0,4.0,2.0,6.0,AAADceBzMABAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHAQQQAAADAjFXgS+wPPJkAKgAzRnRHDCgCAxAiAI2aA4ZJgIIOLAkZGEIAhgkADIyAcQgMAOiAACAAACAAAQAAQAAAQAAAAAAAAAAA==,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methyl-methanesulfonamide,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide,1-[3-[2-(dimethylamino)ethyl]-1<I>H</I>-indol-5-yl]-<I>N</I>-methylmethanesulfonamide,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methylmethanesulfonamide,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methyl-methanesulfonamide,1-[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]-N-methyl-methanesulfonamide,"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3",KQKPFRSPSRPDEB-UHFFFAOYSA-N,0.9,295.13544809,C14H21N3O2S,295.4,73.6,295.13544809,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,,"10  16  8
11  13  8
11  17  8
16  17  8
4  10  8
4  14  8
7  14  8
7  8  8
8  10  8
8  13  8",
440791211,15541,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01757,Spectinomycin,20210312,20210312,Curation Efforts|Governmental Organizations,LT01757,spectinomycin,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,15541,1.0,478.0,9.0,5.0,2.0,AAADceBzOAAAAAAAAAAAAAAAAAAAAAAAAAA0SIAAAAAAAACQAAAAHgAQCAAACDzxgAcCCALABgAIAIAQAAIAAAAAAAAAAIFIAAATEBYAwAQnQAAHMAAXAAHwcA8AAAAAAAAAAAACgAAUCACgAAAAAAAAAA==,"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one","(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one","(1<I>R</I>,3<I>S</I>,5<I>R</I>,8<I>R</I>,10<I>R</I>,11<I>S</I>,12<I>S</I>,13<I>R</I>,14<I>S</I>)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.0<SUP>3,8</SUP>]tetradecan-7-one","(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one","(1R,3S,5R,8R,10R,11S,12S,13R,14S)-5-methyl-11,13-bis(methylamino)-8,12,14-tris(oxidanyl)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one","(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one","InChI=1S/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1",UNFWWIHTNXNPBV-WXKVUWSESA-N,,332.15835111,C14H24N2O7,332.35,130.0,332.15835111,0.0,23.0,9.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,-3.1,"10  24  6
11  25  5
17  30  6
19  23  5
13  4  5
15  5  6
16  6  6
12  8  6
14  9  6",
440791210,5253,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00627,sotalol,20250421,20210312,Curation Efforts|Governmental Organizations,LT00627,sotalol,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,5253,1.0,330.0,5.0,3.0,6.0,AAADceBzMABAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgQQSAAADDzhmAaywILAAgKAAiRCQHCCAAAgAgAIiIAIbIgKNiKAkZGEcABk0AGY2AeQ0KEOCAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==,N-[4-[1-hydroxy-2-(isopropylamino)ethyl]phenyl]methanesulfonamide,N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,<I>N</I>-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,N-[4-[1-oxidanyl-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide,N-[4-[1-hydroxy-2-(isopropylamino)ethyl]phenyl]methanesulfonamide,"InChI=1S/C12H20N2O3S/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17/h4-7,9,12-15H,8H2,1-3H3",ZBMZVLHSJCTVON-UHFFFAOYSA-N,0.2,272.11946368,C12H20N2O3S,272.37,86.8,272.11946368,0.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,,"10  11  8
10  12  8
11  16  8
12  17  8
15  16  8
15  17  8
7  2  3",
440791209,154059,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT01191,Solifenacin,20250421,20210312,Curation Efforts|Governmental Organizations,LT01191,solifenacin,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,154059,1.0,524.0,3.0,0.0,3.0,AAADceB7MAAAAAAAAAAAAAAAAAAAAAAAAAA8eLFiAAAAAACxQAAAHgAAAAAADTzhmAYwCIMABACIAiBCGACCAAAgAAAIiAAIBIgKICKAkRGNIAhkhgCYiAcwgMAOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==,"[(3R)-quinuclidin-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate","(1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylic acid [(3R)-1-azabicyclo[2.2.2]octan-3-yl] ester","[(3<I>R</I>)-1-azabicyclo[2.2.2]octan-3-yl] (1<I>S</I>)-1-phenyl-3,4-dihydro-1<I>H</I>-isoquinoline-2-carboxylate","[(3R)-1-azabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate","[(3R)-1-azabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate","(1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylic acid [(3R)-quinuclidin-3-yl] ester","InChI=1S/C23H26N2O2/c26-23(27-21-16-24-13-10-18(21)11-14-24)25-15-12-17-6-4-5-9-20(17)22(25)19-7-2-1-3-8-19/h1-9,18,21-22H,10-16H2/t21-,22-/m0/s1",FBOUYBDGKBSUES-VXKWHMMOSA-N,,362.199428076,C23H26N2O2,362.5,32.8,362.199428076,0.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,4.0,"6  1  6
13  18  5
15  17  8
15  19  8
17  20  8
18  21  8
18  22  8
19  23  8
20  24  8
21  25  8
22  26  8
23  24  8
25  27  8
26  27  8",
440791208,5312125,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00656,Silodosin,20231222,20210312,Curation Efforts|Governmental Organizations,LT00656,silodosin,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,5312125,1.0,654.0,9.0,3.0,13.0,AAADcfB7OYAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAFgBQAAAHwAQCAAADCzhmBYyxoPABgCIAiVSUACCCAAlIAAIiIEOzMgPNjrE9ZuHearm0BHa6ceYyMCOCAACAAACQAAQAAQAAASAAAAAAAAAAA==,"1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide","1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide","1-(3-hydroxypropyl)-5-[(2<I>R</I>)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide","1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide","1-(3-oxidanylpropyl)-5-[(2R)-2-[2-[2-[2,2,2-tris(fluoranyl)ethoxy]phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide","1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]indoline-7-carboxamide","InChI=1S/C25H32F3N3O4/c1-17(30-8-12-34-21-5-2-3-6-22(21)35-16-25(26,27)28)13-18-14-19-7-10-31(9-4-11-32)23(19)20(15-18)24(29)33/h2-3,5-6,14-15,17,30,32H,4,7-13,16H2,1H3,(H2,29,33)/t17-/m1/s1",PNCPYILNMDWPEY-QGZVFWFLSA-N,,495.234491,C25H32F3N3O4,495.5,97.1,495.234491,0.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,"1
5
255",C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,3.6,"11  13  8
11  17  8
13  18  8
16  18  8
16  20  8
17  20  8
28  29  8
28  30  8
29  31  8
30  32  8
31  33  8
32  33  8
21  9  6",
440791207,,Drug Induced Liver Injury Rank (DILIrank) Dataset,LT00463,Sacrosidase,20210312,20210312,Curation Efforts|Governmental Organizations,LT00463,sacrosidase,3.0,Adverse reactions,Ambiguous DILI-concern,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
